price_x,size,brand,category,INNER SOLE,fabric_0,fabric_1,fabric_2,fabric_3,fabric_4,fabric_5,fabric_6,generalized_category,color,color_0,color_1,color_2,color_3,color_4,color_5,color_6,color_7,notes_0,notes_1,notes_2,notes_3,notes_4,notes_5,notes_6,notes_7,notes_8,notes_9,notes_10,notes_11,notes_12,notes_13,notes_14,notes_15,notes_16,notes_17,notes_18,notes_19,notes_20,notes_21,notes_22,notes_23,notes_24,notes_25,notes_26,notes_27,notes_28,notes_29,notes_30,notes_31,notes_32,notes_33,notes_34,notes_35,notes_36,notes_37,notes_38,notes_39,notes_40,notes_41,notes_42,notes_43,notes_44,notes_45,notes_46,notes_47,notes_48,notes_49,notes_50,notes_51,notes_52,notes_53,notes_54,notes_55,notes_56,notes_57,notes_58,notes_59,notes_60,notes_61,notes_62,text_0,text_1,text_2,text_3,text_4,text_5,condition_0,condition_1,condition_2,condition_3,condition_4,condition_5,condition_6,condition_7,condition_8,condition_9,condition_10,condition_11,condition_12,condition_13,condition_14
40.0,14,COOPER By Trelise,top,unknown,cotton,spex,unknown,unknown,unknown,unknown,unknown,upper,"['navy', 'blue']",navy,blue, , , , , , ,goes,crazy,stretch,great,neckline,unique,wardrobe,ruffle,ruff,tshirt,modern,blocks,viennetta,step,stupid,wellcut,one,spr,collection,detail,raw,twist,accented,swirls,edges,build, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,viennetta, , , , , ,washfade,amount,small,preloved,good, , , , , , , , , , 
65.0,12,COOPER By Trelise,skirt,unknown,cotton,sateen,velvet,acetate,unknown,unknown,unknown,lower,['brown'],brown, , , , , , , ,winters,winter,lined,parade,zip,day,back,marine,access, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,velvet,day,winters, , , ,excellent,preloved, , , , , , , , , , , , , 
95.0,16,COOPER By Trelise,dress,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,full_body,['unknown'],unknown, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,well,wishing, , , , ,unknown, , , , , , , , , , , , , , 
45.0,10-12,COOPER By Trelise ,tee,unknown,cotton,unknown,unknown,unknown,unknown,unknown,unknown,upper,"['blue', 'white']",blue,white, , , , , , ,stretch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,spot,blue, , , , ,excellent,preloved, , , , , , , , , , , , , 
79.0,8-10,COOPER By Trelise ,dress,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,full_body,['unknown'],unknown, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,printed,silk, , , , ,unknown, , , , , , , , , , , , , , 
40.0,14,COOPER ST ,dress,unknown,elastane,cotton,polyester,nylon,unknown,unknown,unknown,full_body,['grey'],grey, , , , , , , ,stretch,lined,zip,back,bodice,access, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,lace, , , , , ,excellent,preloved, , , , , , , , , , , , , 
20.0,8,COOPER ST ,pants,unknown,rayon,polyester,unknown,unknown,unknown,unknown,unknown,lower,['brown'],brown, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,crop,tweed, , , , ,excellent,preloved, , , , , , , , , , , , , 
25.0,8,COOPER by TRELISE,top,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,upper,['unknown'],unknown, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,cotton,galaxy, , , , ,unknown, , , , , , , , , , , , , , 
65.0,No size in title,COOPER by TRELISE,top,unknown,feels,cotton,linen,a,unknown,unknown,unknown,upper,"['multi', 'white']",multi,white, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,xl,lima,beans,top, , ,excellent,preloved, , , , , , , , , , , , , 
39.0,12-14,COS ,dress,unknown,elastane,cotton,polyester,unknown,unknown,unknown,unknown,full_body,"['dark', 'blue']",dark,blue, , , , , , ,pockets,stretch,style,pull,side, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,dark,knit,blue, , , ,excellent,preloved, , , , , , , , , , , , , 
19.0,10-12,COTTON ON ,jacket,unknown,viscose,unknown,unknown,unknown,unknown,unknown,unknown,outerwear,"['dark', 'blue', 'white']",dark,blue,white, , , , , ,open,fasten,front, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,lightweight, , , , , ,excellent,preloved, , , , , , , , , , , , , 
79.0,39,COUNTRY ROAD,sandals, 25cms      WIDTH,leather,unknown,unknown,unknown,unknown,unknown,unknown,shoes,['brown'],brown, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,gladiator,leather,ivete, , , ,like,new, , , , , , , , , , , , , 
39.0,12,COUNTRY ROAD,top,unknown,nylon,metallic,viscose,polyester,unknown,unknown,unknown,upper,['silver'],silver, , , , , , , ,weave,shell,team,heel,eye,pencil,zip,hook,skirt,leather,back,metallic,high,features,sleeveless,neck,top,access, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,shell,metallic, , , , ,excellent,preloved, , , , , , , , , , , , , 
95.0,10-14,COUNTRY ROAD,cape,unknown,cashmere,nylon,cotton,wool,viscose,unknown,unknown,outerwear,"['cream', 'cal']",cream,cal, , , , , , ,pockets,stretch,front,side,strap,fastens,buckle, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,pocket,wool,cape, , , ,preloved,good, , , , , , , , , , , , , 
25.0,16,COUNTRY ROAD,top,unknown,cotton,unknown,unknown,unknown,unknown,unknown,unknown,upper,"['maroon', 'grey', 'red']",maroon,grey,red, , , , , ,stretch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,velvet,print,voyage,dhiver, , ,excellent,preloved, , , , , , , , , , , , , 
42.0,12,COUNTRY ROAD,top,unknown,viscose,nylon,unknown,unknown,unknown,unknown,unknown,upper,['brown'],brown, , , , , , , ,along,stretch,length,detail,shoulders,sleeves,button,top, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,bn,knit,shoulder,button, , ,tag,new,brand, , , , , , , , , , , , 
59.0,8-10,COUNTRY ROAD,pants,unknown,acetate,polyester,unknown,unknown,unknown,unknown,unknown,lower,['black'],black, , , , , , , ,stretch,cut,snap,update,youll,waisted,wear,slightly,zip,silhouette,modern,able,silk,wrap,classic,everyth,satin,tailored,thigh,pockets,falls,crepe,shirt,sewn,front,pant,back,leg,soft,closed,tapered,lightweight,knits,beauti,hip,elasticated,slouchy,flatter,button, , , , , , , , , , , , , , , , , , , , , , , , ,bn,wrap,soft, , , ,tag,new,brand, , , , , , , , , , , , 
39.0,40,COUNTRY ROAD,heels, 26.5cms      WIDTH,leather,unknown,unknown,unknown,unknown,unknown,unknown,shoes,['black'],black, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,ita,suede, , , , ,lining,would,sole,best,bit,toe,protective,wear,added,preloved,good,marks, , , 
42.0,12,COUNTRY ROAD ,pants,unknown,elastane,cotton,unknown,unknown,unknown,unknown,unknown,lower,"['beige', 'black']",beige,black, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,panelled, , , , , ,excellent,preloved, , , , , , , , , , , , , 
39.0,12,COUNTRY ROAD ,pants,unknown,elastane,cotton,unknown,unknown,unknown,unknown,unknown,lower,['black'],black, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,excellent,preloved, , , , , , , , , , , , , 
45.0,16,COUNTRY ROAD ,top,unknown,elastane,polyester,unknown,unknown,unknown,unknown,unknown,upper,"['off', 'white']",off,white, , , , , , ,back,stretch,access,zip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,bn,funnel,neck, , , ,tag,new,brand, , , , , , , , , , , , 
32.0,12,COUNTRY ROAD ,tee,unknown,cotton,linen,unknown,unknown,unknown,unknown,unknown,upper,"['black', 'white']",black,white, , , , , , ,stripe,chic,cottonlinen,stretch,pocket,offduty,tee,layer,perfect,sle,front,beautiful, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,stripe,bateau,linen, , , ,preloved,good, , , , , , , , , , , , , 
40.0,10,COUNTRY ROAD ,skirt,unknown,cotton,unknown,unknown,unknown,unknown,unknown,unknown,lower,"['black', 'olive']",black,olive, , , , , , ,back,access,zip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,black,pleat,olive, , , ,excellent,preloved, , , , , , , , , , , , , 
49.0,14,COUNTRY ROAD ,pants,unknown,elastane,polyester,unknown,unknown,unknown,unknown,unknown,lower,['black'],black, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,black,dress, , , , ,excellent,preloved,like,new, , , , , , , , , , , 
39.0,14,COUNTRY ROAD ,tank,unknown,cotton,unknown,unknown,unknown,unknown,unknown,unknown,upper,['black'],black, , , , , , , ,stretch,front,neckline,ties, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,black,swing, , , , ,excellent,preloved, , , , , , , , , , , , , 
69.0,12,COUNTRY ROAD ,pants,unknown,acetate,polyester,unknown,unknown,unknown,unknown,unknown,lower,"['satin', 'pink', 'blush']",satin,pink,blush, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,satin,culotte,blush, , , ,excellent,preloved, , , , , , , , , , , , , 
39.0,12,COUNTRY ROAD ,pants,unknown,elastane,cotton,unknown,unknown,unknown,unknown,unknown,lower,['brown'],brown, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,brown,dress, , , , ,excellent,preloved, , , , , , , , , , , , , 
39.0,12,COUNTRY ROAD ,pants,unknown,elastane,cotton,unknown,unknown,unknown,unknown,unknown,lower,['black'],black, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,cargo, , , , , ,excellent,preloved, , , , , , , , , , , , , 
45.0,12-14,COUNTRY ROAD ,top,unknown,cotton,lyocell,unknown,unknown,unknown,unknown,unknown,upper,['blue'],blue, , , , , , , ,sleeve,snap,button, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,chambray,batwing, , , , ,excellent,preloved, , , , , , , , , , , , , 
55.0,40,COUNTRY ROAD ,wedges, 26.5cms      WIDTH,leather,rubber,unknown,unknown,unknown,unknown,unknown,shoes,"['charcoal', 'grey']",charcoal,grey, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,leather,charcoal,tstrap, , , ,matching,easily,would,heel,polish,enough,tidy,blemish,nail,small,preloved,good, , , 
40.0,10,COUNTRY ROAD ,pants,unknown,viscose,unknown,unknown,unknown,unknown,unknown,unknown,lower,['brown'],brown, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,cinnamon,dress, , , , ,excellent,preloved, , , , , , , , , , , , , 
18.0,10-12,COUNTRY ROAD ,top,unknown,lyocell,unknown,unknown,unknown,unknown,unknown,unknown,upper,"['coral', 'black', 'pink', 'white']",coral,black,pink,white, , , , ,stretch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,block,colour, , , , ,excellent,preloved, , , , , , , , , , , , , 
59.0,14,COUNTRY ROAD ,dress,unknown,cotton,silk,polyester,unknown,unknown,unknown,unknown,full_body,"['coral', 'black', 'peach']",coral,black,peach, , , , , ,eye,zip,hook,back,access, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,colourblock,blend,silk, , , ,excellent,preloved, , , , , , , , , , , , , 
65.0,12,COUNTRY ROAD ,cardi,unknown,mohair,acrylic,polyamide,unknown,unknown,unknown,unknown,upper,['grey'],grey, , , , , , , ,gorgeous,thick,button,stretch,yarn,front,long,cosy,extra,sleeves,knit,italian,roll, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,maxi,knit,cosy,mohair, , ,excellent,preloved, , , , , , , , , , , , , 
29.0,8,COUNTRY ROAD ,pants,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,lower,['unknown'],unknown, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,cotton,stretch, , , , ,unknown, , , , , , , , , , , , , , 
30.0,10,COUNTRY ROAD ,shirt,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,upper,['unknown'],unknown, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,cream, , , , , ,unknown, , , , , , , , , , , , , , 
25.0,10,COUNTRY ROAD ,shirt,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,upper,['unknown'],unknown, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,crisp,white, , , , ,unknown, , , , , , , , , , , , , , 
39.0,14-16,COUNTRY ROAD ,jumper,unknown,elastane,cotton,unknown,unknown,unknown,unknown,unknown,upper,"['creamy', 'white']",creamy,white, , , , , , ,pockets,stretch,front,sleeves,two, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,sleeve,crop, , , , ,excellent,preloved, , , , , , , , , , , , , 
59.0,12,COUNTRY ROAD ,pants,unknown,polyester,unknown,unknown,unknown,unknown,unknown,unknown,lower,"['rusty', 'red']",rusty,red, , , , , , ,drawstr,cropped,lov,cut,modelled,pic,palazzo,length,flat,similar,flared,classic,loose,chic,pockets,sandal,forever,pant,leg,waist,soft,side,silky,take,elasticated, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,fluid,culotte,cropped, , , ,excellent,preloved, , , , , , , , , , , , , 
39.0,12,COUNTRY ROAD ,shirt,unknown,cotton,acetate,polyester,unknown,unknown,unknown,unknown,upper,['white'],white, , , , , , , ,stretch,front,curved,hemline,button, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,hem,curved, , , , ,excellent,preloved, , , , , , , , , , , , , 
49.0,10,COUNTRY ROAD ,pants,unknown,viscose,unknown,unknown,unknown,unknown,unknown,unknown,lower,"['multi', 'black']",multi,black, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,dragon,print, , , , ,excellent,preloved, , , , , , , , , , , , , 
45.0,12,COUNTRY ROAD ,pants,unknown,elastane,viscose,nylon,unknown,unknown,unknown,unknown,lower,['black'],black, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,crutch,drop,jersey, , , ,excellent,preloved,worn,hardly, , , , , , , , , , , 
45.0,10-12,COUNTRY ROAD ,jumper,unknown,fine,merino,extra,australian,unknown,unknown,unknown,upper,"['grey', 'green']",grey,green, , , , , , ,lightweight,stretch,sweater,soft,merino,super, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,fine,merino,extra, , , ,excellent,preloved,worn,hardly, , , , , , , , , , , 
40.0,10-12,COUNTRY ROAD ,cardi,unknown,wool,unknown,unknown,unknown,unknown,unknown,unknown,upper,['black'],black, , , , , , , ,button,front,stretch, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,fine,wool,black, , , ,excellent,preloved, , , , , , , , , , , , , 
65.0,12,COUNTRY ROAD ,pants,unknown,elastane,polyester,unknown,unknown,unknown,unknown,unknown,lower,['black'],black, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,length,tech,full, , , ,excellent,preloved, , , , , , , , , , , , , 
35.0,12,COUNTRY ROAD ,top,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,upper,['unknown'],unknown, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,gem,detail, , , , ,unknown, , , , , , , , , , , , , , 
45.0,12,COUNTRY ROAD ,jeans,unknown,elastane,cotton,polyamide,unknown,unknown,unknown,unknown,lower,"['mid', 'blue']",mid,blue, , , , , , ,pockets,loops,stretch,front,zip,back,belt,button, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,rise,high, , , , ,excellent,preloved, , , , , , , , , , , , , 
50.0,12,COUNTRY ROAD ,skirt,unknown,cotton,polyester,unknown,unknown,unknown,unknown,unknown,lower,"['navy', 'blue']",navy,blue, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,jacquard,lantern, , , , ,excellent,preloved, , , , , , , , , , , , , 
19.0,10-12,COUNTRY ROAD ,cardi,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,upper,['unknown'],unknown, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,knit,cardi, , , , ,unknown, , , , , , , , , , , , , , 
27.0,12,COUNTRY ROAD ,tee,unknown,cotton,unknown,unknown,unknown,unknown,unknown,unknown,upper,['black'],black, , , , , , , ,hemline,stretch,unfinished,ties, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,knot, , , , , ,excellent,preloved, , , , , , , , , , , , , 
39.0,12,COUNTRY ROAD ,tee,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,upper,['black'],black, , , , , , , ,slip,required,stretch,nape,sle,hemline,cm,side,button,splits, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,lace, , , , , ,excellent,preloved, , , , , , , , , , , , , 
89.0,39,COUNTRY ROAD ,boots, 26cms      WIDTH,leather,unknown,unknown,unknown,unknown,unknown,unknown,shoes,['black'],black, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,leather,ankle, , , , ,excellent,preloved, , , , , , , , , , , , , 
65.0,8.5,COUNTRY ROAD ,flats, 25cms      WIDTH,leather,textile,rubber,unknown,unknown,unknown,unknown,shoes,"['black', 'brown']",black,brown, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,leather,espadrille, , , , ,excellent,preloved, , , , , , , , , , , , , 
65.0,7.5-8,COUNTRY ROAD ,wedges, 25cms      WIDTH,leather,rubber,unknown,unknown,unknown,unknown,unknown,shoes,"['beige', 'red']",beige,red, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,leather,espadrille, , , , ,excellent,preloved, , , , , , , , , , , , , 
35.0,12,COUNTRY ROAD ,pants,unknown,elastane,cotton,unknown,unknown,unknown,unknown,unknown,lower,"['grey', 'white']",grey,white, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,leopard,print, , , , ,faint,couple,preloved,good,marks, , , , , , , , , , 
49.0,14,COUNTRY ROAD ,dress,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,full_body,['unknown'],unknown, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,linen,silk, , , , ,unknown, , , , , , , , , , , , , , 
55.0,12,COUNTRY ROAD ,dress,unknown,linen,rayon,unknown,unknown,unknown,unknown,unknown,full_body,"['blue', 'white']",blue,white, , , , , , ,chic,linen,dress,snap,adjustable,front,comes,relaxed,modern,match,pinstripes,belt,button,blend,trenchmeetsshirt, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,trench,linen,blend, , , ,excellent,preloved, , , , , , , , , , , , , 
40.0,10,COUNTRY ROAD ,pants,unknown,elastane,cotton,unknown,unknown,unknown,unknown,unknown,lower,"['black', 'white']",black,white, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,monochrome,slim,fit, , , ,excellent,preloved, , , , , , , , , , , , , 
39.0,14,COUNTRY ROAD ,tank,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,upper,['unknown'],unknown, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,mottled,silk,print, , , ,unknown, , , , , , , , , , , , , , 
35.0,10,COUNTRY ROAD ,top,unknown,viscose,unknown,unknown,unknown,unknown,unknown,unknown,upper,['black'],black, , , , , , , ,fluid,beauti,offtheshoulder,milano,heel,ella,cut,stretch,double,love,skirt,shoulder,soft,paired,across,top,ruffle, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,shoulder,one,ruffle, , , ,excellent,preloved, , , , , , , , , , , , , 
39.0,12,COUNTRY ROAD ,jacket,unknown,cotton,ing,polyester,unknown,unknown,unknown,unknown,outerwear,"['grey', 'white']",grey,white, , , , , , ,lined,pockets,front,zip, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,floral,padded,print, , , ,excellent,preloved, , , , , , , , , , , , , 
18.0,12-14,COUNTRY ROAD ,cardi,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,upper,['unknown'],unknown, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,crop,peach, , , , ,unknown, , , , , , , , , , , , , , 
17.0,8-10,COUNTRY ROAD ,top,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,upper,['unknown'],unknown, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,peplum,jersey, , , , ,unknown, , , , , , , , , , , , , , 
35.0,12-14,COUNTRY ROAD ,top,unknown,viscose,nylon,unknown,unknown,unknown,unknown,unknown,upper,"['white', 'yellow']",white,yellow, , , , , , ,cropped,stretch,hemline,rib,waisted,wear,short,bold,denim,boxy,silhouette,high,spr,everyth,detail,relaxed,br,cuff,features,wide,sleeve,interest,stripes, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,swing,pinstripe, , , , ,excellent,preloved,worn,hardly, , , , , , , , , , , 
39.0,12,COUNTRY ROAD ,shirt,unknown,elastane,cotton,unknown,unknown,unknown,unknown,unknown,upper,"['white', 'red', 'green']",white,red,green, , , , , ,pockets,length,pocket,sewn,front,longer,back,sits,buttoned,rolled,sleeves,closed,button,hem, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,plaid,print, , , , ,excellent,preloved, , , , , , , , , , , , , 
37.0,12,COUNTRY ROAD ,dress,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,full_body,['unknown'],unknown, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,plaited, , , , , ,unknown, , , , , , , , , , , , , , 
29.0,10-12,COUNTRY ROAD ,skirt,unknown,viscose,unknown,unknown,unknown,unknown,unknown,unknown,lower,"['black', 'grey', 'white']",black,grey,white, , , , , ,side,elasticated,pockets,waist, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,pleat, , , , , ,excellent,preloved, , , , , , , , , , , , , 
35.0,12,COUNTRY ROAD ,skirt,unknown,polyester,unknown,unknown,unknown,unknown,unknown,unknown,lower,['black'],black, , , , , , , ,side,elasticated,pockets,waist, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,pleat, , , , , ,excellent,preloved, , , , , , , , , , , , , 
45.0,10-12,COUNTRY ROAD ,top,unknown,polyester,unknown,unknown,unknown,unknown,unknown,unknown,upper,['nude'],nude, , , , , , , ,sleeve,button,front, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,pleated, , , , , ,mark,pen,small,preloved,good, , , , , , , , , , 
49.0,12,COUNTRY ROAD ,skirt,unknown,polyurethane,polyester,unknown,unknown,unknown,unknown,unknown,lower,['black'],black, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,ponte,pencil, , , , ,like,new, , , , , , , , , , , , , 
59.0,12,COUNTRY ROAD ,pants,unknown,cotton,unknown,unknown,unknown,unknown,unknown,unknown,lower,['black'],black, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,wrap,poplin, , , , ,excellent,preloved, , , , , , , , , , , , , 
45.0,10-12,COUNTRY ROAD ,jacket,unknown,cotton,unknown,unknown,unknown,unknown,unknown,unknown,outerwear,['blue'],blue, , , , , , , ,drawstr,front,lined,waist,fastens, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,cotton,quilted, , , , ,excellent,preloved, , , , , , , , , , , , , 
20.0,16,COUNTRY ROAD ,cardi,unknown,cotton,unknown,unknown,unknown,unknown,unknown,unknown,upper,['red'],red, , , , , , , ,pockets,stretch,front,two,button, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,cotton,red, , , , ,excellent,preloved, , , , , , , , , , , , , 
